N,logits_ece,acc,unc_acc,unc_auroc,unc_ece,dataset,split,ts,model_name,eval_mode,train_mode,fuzzy_gpt-3.5-turbo-1106_acc,fuzzy_gpt-3.5-turbo-1106_unc_acc,fuzzy_gpt-3.5-turbo-1106_unc_auroc,fuzzy_gpt-3.5-turbo-1106_unc_ece
16,,,,,,mmlu:college_biology,validation,15.642003826797009,llama2_7b,oe,oe,0.3125,0.4375,0.509090909090909,0.20046107843518257
144,,,,,,mmlu:college_biology,test,126.85681803524494,llama2_7b,oe,oe,0.3194444477558136,0.5347222089767456,0.5342724046140195,0.13097686734464434
8,,,,,,mmlu:college_chemistry,validation,8.456944193691015,llama2_7b,oe,oe,0.125,0.375,0.7142857142857143,0.2664787843823433
100,,,,,,mmlu:college_chemistry,test,91.87784466333687,llama2_7b,oe,oe,0.1599999964237213,0.6399999856948853,0.5665922619047619,0.05158064067363742
11,,,,,,mmlu:college_computer_science,validation,14.092937085777521,llama2_7b,oe,oe,0.09090909361839294,0.6363636255264282,0.6,0.30537017908963293
100,,,,,,mmlu:college_computer_science,test,97.49597924016416,llama2_7b,oe,oe,0.17000000178813934,0.5600000023841858,0.5531537916371367,0.1272367113828659
11,,,,,,mmlu:college_mathematics,validation,10.839553726837039,llama2_7b,oe,oe,0.0,0.9090909361839294,,0.1077350378036499
100,,,,,,mmlu:college_mathematics,test,96.22753344848752,llama2_7b,oe,oe,0.14000000059604645,0.8399999737739563,0.3338870431893688,0.05814598441123962
22,,,,,,mmlu:college_medicine,validation,22.92069222405553,llama2_7b,oe,oe,0.3636363744735718,0.40909093618392944,0.5,0.2581399895928123
173,,,,,,mmlu:college_medicine,test,162.43022480234504,llama2_7b,oe,oe,0.3815028667449951,0.49132946133613586,0.5147267063154913,0.17914372992653377
11,,,,,,mmlu:college_physics,validation,12.853618772700429,llama2_7b,oe,oe,0.27272728085517883,0.8181818723678589,0.5416666666666666,0.20125714215365326
102,,,,,,mmlu:college_physics,test,97.52475176006556,llama2_7b,oe,oe,0.1666666716337204,0.7549020051956177,0.34048442906574394,0.07158131751359678
11,,,,,,mmlu:computer_security,validation,12.310828456655145,llama2_7b,oe,oe,0.3636363744735718,0.6363636255264282,0.5357142857142857,0.2861072637818077
100,,,,,,mmlu:computer_security,test,83.5226913522929,llama2_7b,oe,oe,0.4599999785423279,0.5099999904632568,0.5062399355877617,0.1771860754489899
26,,,,,,mmlu:conceptual_physics,validation,27.016620943322778,llama2_7b,oe,oe,0.38461539149284363,0.6538462042808533,0.56875,0.2591499571616833
235,,,,,,mmlu:conceptual_physics,test,202.24205670133233,llama2_7b,oe,oe,0.4212765693664551,0.5319148898124695,0.47411616161616166,0.11947320826510166
12,,,,,,mmlu:econometrics,validation,12.098244013264775,llama2_7b,oe,oe,0.0,0.5,,0.16156770288944244
114,,,,,,mmlu:econometrics,test,104.65540657378733,llama2_7b,oe,oe,0.15789473056793213,0.6228070259094238,0.4210069444444445,0.05069446772859809
16,,,,,,mmlu:electrical_engineering,validation,12.932145977392793,llama2_7b,oe,oe,0.25,0.6875,0.5,0.13433315604925158
145,,,,,,mmlu:electrical_engineering,test,132.7330684121698,llama2_7b,oe,oe,0.1862068921327591,0.475862056016922,0.5546139359698682,0.18375683981796792
41,,,,,,mmlu:elementary_mathematics,validation,40.81147093139589,llama2_7b,oe,oe,0.17073169350624084,0.8536584973335266,0.33613445378151263,0.09228189253225559
378,,,,,,mmlu:elementary_mathematics,test,341.70066495239735,llama2_7b,oe,oe,0.32275131344795227,0.6666666269302368,0.4901703381147541,0.11589173633585535
14,,,,,,mmlu:formal_logic,validation,16.045344796031713,llama2_7b,oe,oe,0.4285714626312256,0.3571428656578064,0.41666666666666663,0.35106330258505686
126,,,,,,mmlu:formal_logic,test,117.09586722776294,llama2_7b,oe,oe,0.2857142984867096,0.3333333432674408,0.3563271604938271,0.3572937600196354
10,,,,,,mmlu:global_facts,validation,11.69417574070394,llama2_7b,oe,oe,0.20000000298023224,0.6000000238418579,0.625,0.03944578766822815
100,,,,,,mmlu:global_facts,test,98.92603436298668,llama2_7b,oe,oe,0.1599999964237213,0.35999998450279236,0.47321428571428575,0.23276023983955388
32,,,,,,mmlu:high_school_biology,validation,30.568990236148238,llama2_7b,oe,oe,0.25,0.53125,0.4557291666666667,0.11610798165202141
310,,,,,,mmlu:high_school_biology,test,290.66070310398936,llama2_7b,oe,oe,0.4161290228366852,0.5677419304847717,0.5619726754893143,0.09361214445483299
22,,,,,,mmlu:high_school_chemistry,validation,21.910196125507355,llama2_7b,oe,oe,0.09090909361839294,0.7272727489471436,0.625,0.12238701365210797
203,,,,,,mmlu:high_school_chemistry,test,179.9030866380781,llama2_7b,oe,oe,0.15270934998989105,0.6157635450363159,0.6178732183045761,0.08668470353328536
9,,,,,,mmlu:high_school_computer_science,validation,11.52931110560894,llama2_7b,oe,oe,0.2222222238779068,0.6666666865348816,0.35714285714285715,0.31075723965962726
100,,,,,,mmlu:high_school_computer_science,test,97.99862879514694,llama2_7b,oe,oe,0.3999999761581421,0.5299999713897705,0.5404166666666665,0.11657165288925171
22,,,,,,mmlu:high_school_geography,validation,22.557107850909233,llama2_7b,oe,oe,0.4545454680919647,0.4545454680919647,0.7666666666666667,0.16778718070550397
198,,,,,,mmlu:high_school_geography,test,166.0978598650545,llama2_7b,oe,oe,0.3888888955116272,0.6010100841522217,0.5218954599119888,0.03390218061630171
21,,,,,,mmlu:high_school_government_and_politics,validation,22.63826180435717,llama2_7b,oe,oe,0.4285714328289032,0.4285714328289032,0.7222222222222222,0.18701503390357604
193,,,,,,mmlu:high_school_government_and_politics,test,170.8901462852955,llama2_7b,oe,oe,0.47668391466140747,0.5077720284461975,0.5931446405510116,0.12408184603705925
43,,,,,,mmlu:high_school_macroeconomics,validation,38.060287019237876,llama2_7b,oe,oe,0.41860464215278625,0.4651162624359131,0.51,0.21692035919012023
390,,,,,,mmlu:high_school_macroeconomics,test,337.71246055699885,llama2_7b,oe,oe,0.3333333432674408,0.5,0.5248668639053254,0.1695568740367889
29,,,,,,mmlu:high_school_mathematics,validation,29.95942302234471,llama2_7b,oe,oe,0.03448275849223137,0.8620689511299133,0.3214285714285714,0.1932261565635944
270,,,,,,mmlu:high_school_mathematics,test,250.7811495848,llama2_7b,oe,oe,0.08148147910833359,0.8629629611968994,0.4417155425219942,0.10346593260765075
26,,,,,,mmlu:high_school_microeconomics,validation,26.32417391985655,llama2_7b,oe,oe,0.3461538553237915,0.6538462042808533,0.4901960784313725,0.15817942527624282
238,,,,,,mmlu:high_school_microeconomics,test,209.94147068448365,llama2_7b,oe,oe,0.3571428656578064,0.5252100825309753,0.5468281430219146,0.10304150561324688
17,,,,,,mmlu:high_school_physics,validation,19.021303998306394,llama2_7b,oe,oe,0.1764705926179886,0.47058823704719543,0.11904761904761901,0.2777000665664673
151,,,,,,mmlu:high_school_physics,test,140.4543502125889,llama2_7b,oe,oe,0.1986754983663559,0.5827814340591431,0.4714876033057851,0.13981370341698854
60,,,,,,mmlu:high_school_psychology,validation,54.77948881499469,llama2_7b,oe,oe,0.4833333492279053,0.5166667103767395,0.4949944382647386,0.13415410220623017
545,,,,,,mmlu:high_school_psychology,test,484.5546442139894,llama2_7b,oe,oe,0.4990825653076172,0.5651376247406006,0.583164996767938,0.09596535711113466
23,,,,,,mmlu:high_school_statistics,validation,23.489992087706923,llama2_7b,oe,oe,0.17391304671764374,0.8260869979858398,0.2763157894736842,0.17754053810368417
216,,,,,,mmlu:high_school_statistics,test,201.07785510085523,llama2_7b,oe,oe,0.24074074625968933,0.6712962985038757,0.42471857410881797,0.04002242038647333
22,,,,,,mmlu:high_school_us_history,validation,42.765412690117955,llama2_7b,oe,oe,0.6363636255264282,0.6363636255264282,0.5,0.16705032099377026
204,,,,,,mmlu:high_school_us_history,test,386.4597472883761,llama2_7b,oe,oe,0.6127451062202454,0.5147058963775635,0.46850632911392415,0.09719415710252874
23,,,,,,mmlu:human_aging,validation,21.231445532292128,llama2_7b,oe,oe,0.3478260934352875,0.30434784293174744,0.44166666666666665,0.3276865223179693
223,,,,,,mmlu:human_aging,test,194.98516373708844,llama2_7b,oe,oe,0.3766816258430481,0.5695067644119263,0.6015758821514218,0.061685715021039325
12,,,,,,mmlu:human_sexuality,validation,12.036657260730863,llama2_7b,oe,oe,0.25,0.6666666865348816,0.9629629629629629,0.3108293463786443
131,,,,,,mmlu:human_sexuality,test,117.45541235618293,llama2_7b,oe,oe,0.45038166642189026,0.6717557311058044,0.5920433145009417,0.12875502391625906
13,,,,,,mmlu:international_law,validation,15.772509016096592,llama2_7b,oe,oe,0.23076924681663513,0.5384615659713745,0.39999999999999997,0.08163322852208066
121,,,,,,mmlu:international_law,test,110.78907472454011,llama2_7b,oe,oe,0.5041322112083435,0.4793388247489929,0.5654371584699454,0.17027134639172514
11,,,,,,mmlu:jurisprudence,validation,11.348921585828066,llama2_7b,oe,oe,0.27272728085517883,0.27272728085517883,0.6666666666666666,0.42011719942092896
108,,,,,,mmlu:jurisprudence,test,99.0771128628403,llama2_7b,oe,oe,0.40740740299224854,0.42592594027519226,0.5308948863636364,0.23133139643404219
18,,,,,,mmlu:logical_fallacies,validation,19.099300859495997,llama2_7b,oe,oe,0.3888888955116272,0.5,0.5714285714285714,0.20347574022081164
163,,,,,,mmlu:logical_fallacies,test,142.31525048054755,llama2_7b,oe,oe,0.4171779155731201,0.46625766158103943,0.569814241486068,0.20365797522609216
11,,,,,,mmlu:machine_learning,validation,11.833540065214038,llama2_7b,oe,oe,0.3636363744735718,0.5454545617103577,0.14285714285714288,0.13735096021132034
112,,,,,,mmlu:machine_learning,test,103.16739562898874,llama2_7b,oe,oe,0.2946428656578064,0.4107142984867096,0.42903720751822016,0.29517874281321255
11,,,,,,mmlu:management,validation,10.971524212509394,llama2_7b,oe,oe,0.3636363744735718,0.5454545617103577,0.6428571428571429,0.13900644670833243
103,,,,,,mmlu:management,test,86.2737054489553,llama2_7b,oe,oe,0.42718446254730225,0.5145630836486816,0.5799306625577813,0.13532633515237605
25,,,,,,mmlu:marketing,validation,23.650612073019147,llama2_7b,oe,oe,0.2800000011920929,0.2800000011920929,0.6150793650793651,0.4132467031478882
234,,,,,,mmlu:marketing,test,207.0481785107404,llama2_7b,oe,oe,0.47435900568962097,0.5085470080375671,0.6025049439683587,0.17524385859823632
11,,,,,,mmlu:medical_genetics,validation,10.92423807643354,llama2_7b,oe,oe,0.6363636255264282,0.7272727489471436,0.5,0.1554148088801991
100,,,,,,mmlu:medical_genetics,test,85.91892991773784,llama2_7b,oe,oe,0.4599999785423279,0.550000011920929,0.5366344605475041,0.10491678535938262
38,,,,,,mmlu:moral_disputes,validation,35.03104500845075,llama2_7b,oe,oe,0.3947368562221527,0.44736841320991516,0.591304347826087,0.22859718140802882
346,,,,,,mmlu:moral_disputes,test,312.67307244054973,llama2_7b,oe,oe,0.39306357502937317,0.4595375657081604,0.6509803921568628,0.1814103958579157
33,,,,,,mmlu:nutrition,validation,30.391183376312256,llama2_7b,oe,oe,0.3636363744735718,0.5454545617103577,0.7420634920634921,0.1214705759828741
306,,,,,,mmlu:nutrition,test,272.1244533807039,llama2_7b,oe,oe,0.379084974527359,0.4542483687400818,0.6009981851179673,0.2144735077627344
34,,,,,,mmlu:philosophy,validation,31.770413191989064,llama2_7b,oe,oe,0.3235294222831726,0.29411765933036804,0.5098814229249011,0.37565587723956395
311,,,,,,mmlu:philosophy,test,269.79044774733484,llama2_7b,oe,oe,0.29903537034988403,0.3408360183238983,0.549398244056427,0.32184467802477035
35,,,,,,mmlu:prehistory,validation,32.08104143664241,llama2_7b,oe,oe,0.34285715222358704,0.6571428775787354,0.5923913043478262,0.042872766086033444
324,,,,,,mmlu:prehistory,test,373.7834030017257,llama2_7b,oe,oe,0.42283952236175537,0.5277777910232544,0.6154806979195128,0.07465894557075738
69,,,,,,mmlu:professional_psychology,validation,64.94832321070135,llama2_7b,oe,oe,0.3333333432674408,0.4057971239089966,0.5600189035916824,0.24181832783464074
612,,,,,,mmlu:professional_psychology,test,534.4875982962549,llama2_7b,oe,oe,0.30392158031463623,0.4526143968105316,0.5785501539704175,0.19595111244254643
12,,,,,,mmlu:public_relations,validation,11.370308600366116,llama2_7b,oe,oe,0.5,0.75,0.5277777777777778,0.1958058575789134
110,,,,,,mmlu:public_relations,test,98.77196754328907,llama2_7b,oe,oe,0.29999998211860657,0.4636363387107849,0.6103896103896104,0.1871763175184077
27,,,,,,mmlu:security_studies,validation,26.98827459104359,llama2_7b,oe,oe,0.48148149251937866,0.48148149251937866,0.6318681318681318,0.25363272870028464
245,,,,,,mmlu:security_studies,test,219.4576340597123,llama2_7b,oe,oe,0.5469387769699097,0.5755102038383484,0.554726368159204,0.12352153087148862
22,,,,,,mmlu:sociology,validation,21.86354702524841,llama2_7b,oe,oe,0.4545454680919647,0.5909091234207153,0.5333333333333333,0.1054915514859286
201,,,,,,mmlu:sociology,test,175.22157082892954,llama2_7b,oe,oe,0.3681592047214508,0.5522388219833374,0.5801234305171313,0.07800207179577194
11,,,,,,mmlu:us_foreign_policy,validation,11.541651068255305,llama2_7b,oe,oe,0.7272727489471436,0.9090909361839294,0.8333333333333334,0.2462416724725203
100,,,,,,mmlu:us_foreign_policy,test,91.21219585463405,llama2_7b,oe,oe,0.5799999833106995,0.550000011920929,0.4850164203612479,0.12304783463478088
18,,,,,,mmlu:virology,validation,18.57794937118888,llama2_7b,oe,oe,0.3333333432674408,0.6666666865348816,0.6944444444444444,0.22734544674555468
166,,,,,,mmlu:virology,test,150.1783258151263,llama2_7b,oe,oe,0.35542166233062744,0.6144577860832214,0.4878029463012831,0.10457998334643352
19,,,,,,mmlu:world_religions,validation,18.70290742814541,llama2_7b,oe,oe,0.7368420958518982,0.5789473652839661,0.2857142857142857,0.12163117057398747
171,,,,,,mmlu:world_religions,test,146.4212911259383,llama2_7b,oe,oe,0.5906432867050171,0.5497075915336609,0.5268033946251768,0.07787487799661202
14,,,,,,mmlu:anatomy,validation,9.346771571785212,llama2_13b_chat,oe,oe,0.2857142984867096,0.4285714626312256,0.65,0.21314443434987754
135,,,,,,mmlu:anatomy,test,48.63682257756591,llama2_13b_chat,oe,oe,0.4296296238899231,0.6592592597007751,0.5274294670846394,0.05143277910020617
16,,,,,,mmlu:astronomy,validation,9.598439764231443,llama2_13b_chat,oe,oe,0.4375,0.5625,0.30158730158730157,0.2517620883882046
152,,,,,,mmlu:astronomy,test,86.02602778747678,llama2_13b_chat,oe,oe,0.5131579041481018,0.6315789222717285,0.4398821898821898,0.08852528388562957
11,,,,,,mmlu:business_ethics,validation,6.603918232023716,llama2_13b_chat,oe,oe,0.4545454680919647,0.5454545617103577,0.33333333333333337,0.15643933144482697
100,,,,,,mmlu:business_ethics,test,63.204646557569504,llama2_13b_chat,oe,oe,0.3199999928474426,0.5699999928474426,0.603860294117647,0.10387740790843965
29,,,,,,mmlu:clinical_knowledge,validation,14.851285435259342,llama2_13b_chat,oe,oe,0.13793103396892548,0.8275861740112305,0.16999999999999998,0.19025907845332707
265,,,,,,mmlu:clinical_knowledge,test,134.93661437556148,llama2_13b_chat,oe,oe,0.28301888704299927,0.6641509532928467,0.46403508771929824,0.03913573611457391
16,,,,,,mmlu:college_biology,validation,12.142072107642889,llama2_13b_chat,oe,oe,0.125,0.4375,0.3214285714285714,0.21944239363074303
144,,,,,,mmlu:college_biology,test,95.3122498318553,llama2_13b_chat,oe,oe,0.375,0.5902777910232544,0.41697530864197535,0.08562589022848344
8,,,,,,mmlu:college_chemistry,validation,4.688519898802042,llama2_13b_chat,oe,oe,0.0,0.625,,0.14886174350976944
100,,,,,,mmlu:college_chemistry,test,59.60110875964165,llama2_13b_chat,oe,oe,0.1599999964237213,0.6399999856948853,0.45386904761904767,0.04491037487983703
11,,,,,,mmlu:college_computer_science,validation,11.872116573154926,llama2_13b_chat,oe,oe,0.3636363744735718,0.3636363744735718,0.32142857142857145,0.3067842505194924
100,,,,,,mmlu:college_computer_science,test,83.05371534079313,llama2_13b_chat,oe,oe,0.2199999988079071,0.6100000143051147,0.44959207459207456,0.13080257058143616
11,,,,,,mmlu:college_mathematics,validation,9.960905138403177,llama2_13b_chat,oe,oe,0.0,0.6363636255264282,,0.20317161625081842
100,,,,,,mmlu:college_mathematics,test,89.81481006368995,llama2_13b_chat,oe,oe,0.12999999523162842,0.7400000095367432,0.32714412024756856,0.07496235191822051
22,,,,,,mmlu:college_medicine,validation,11.847667418420315,llama2_13b_chat,oe,oe,0.40909093618392944,0.5909091234207153,0.405982905982906,0.09609734470194037
173,,,,,,mmlu:college_medicine,test,111.60708910226822,llama2_13b_chat,oe,oe,0.36994218826293945,0.676300585269928,0.36131020642201833,0.06449415883576938
11,,,,,,mmlu:college_physics,validation,6.687800962477922,llama2_13b_chat,oe,oe,0.27272728085517883,0.6363636255264282,0.5,0.22206744822588834
102,,,,,,mmlu:college_physics,test,65.14516574889421,llama2_13b_chat,oe,oe,0.1568627506494522,0.7254902124404907,0.6217296511627907,0.057344267765680974
11,,,,,,mmlu:computer_security,validation,5.871861536055803,llama2_13b_chat,oe,oe,0.4545454680919647,0.5454545617103577,0.33333333333333337,0.06169166890057651
100,,,,,,mmlu:computer_security,test,70.14285819232464,llama2_13b_chat,oe,oe,0.550000011920929,0.5199999809265137,0.5236363636363637,0.12561610221862793
26,,,,,,mmlu:conceptual_physics,validation,10.668303284794092,llama2_13b_chat,oe,oe,0.3076923191547394,0.6153846383094788,0.39583333333333337,0.11256681268031782
235,,,,,,mmlu:conceptual_physics,test,82.61950437352061,llama2_13b_chat,oe,oe,0.4510638117790222,0.5531914830207825,0.45410998976159134,0.15655530209236956
12,,,,,,mmlu:econometrics,validation,9.525247506797314,llama2_13b_chat,oe,oe,0.1666666716337204,0.6666666865348816,0.7,0.27335402369499207
114,,,,,,mmlu:econometrics,test,128.78751558437943,llama2_13b_chat,oe,oe,0.14035087823867798,0.5350877046585083,0.41390306122448983,0.10258416962205316
16,,,,,,mmlu:electrical_engineering,validation,14.993612565100193,llama2_13b_chat,oe,oe,0.25,0.75,0.25,0.05704084783792493
145,,,,,,mmlu:electrical_engineering,test,129.72123819217086,llama2_13b_chat,oe,oe,0.19310344755649567,0.7655172348022461,0.2774725274725275,0.07069503356670512
41,,,,,,mmlu:elementary_mathematics,validation,24.2366556301713,llama2_13b_chat,oe,oe,0.24390242993831635,0.707317054271698,0.5193548387096775,0.10662527636783878
378,,,,,,mmlu:elementary_mathematics,test,214.89493366330862,llama2_13b_chat,oe,oe,0.3095237910747528,0.6613756418228149,0.47060942463241306,0.055353813701205797
14,,,,,,mmlu:formal_logic,validation,14.576814036816359,llama2_13b_chat,oe,oe,0.3571428656578064,0.6428571939468384,0.6222222222222222,0.19179021886416844
126,,,,,,mmlu:formal_logic,test,99.04232515767217,llama2_13b_chat,oe,oe,0.2380952537059784,0.5793651342391968,0.5473958333333333,0.06991335276573424
10,,,,,,mmlu:global_facts,validation,5.2961199171841145,llama2_13b_chat,oe,oe,0.20000000298023224,0.800000011920929,0.53125,0.09281326532363894
100,,,,,,mmlu:global_facts,test,50.74883606284857,llama2_13b_chat,oe,oe,0.10999999940395355,0.7899999618530273,0.39427987742594484,0.09538091123104098
32,,,,,,mmlu:high_school_biology,validation,29.603133361786604,llama2_13b_chat,oe,oe,0.125,0.53125,0.5803571428571429,0.24796290509402752
310,,,,,,mmlu:high_school_biology,test,182.34017956256866,llama2_13b_chat,oe,oe,0.43870967626571655,0.5387096405029297,0.47027129817444224,0.13020846478400697
22,,,,,,mmlu:high_school_chemistry,validation,14.357538003474474,llama2_13b_chat,oe,oe,0.1818181872367859,0.6818181872367859,0.16666666666666669,0.1645716428756714
203,,,,,,mmlu:high_school_chemistry,test,129.88868774101138,llama2_13b_chat,oe,oe,0.17241379618644714,0.7142857313156128,0.4255952380952381,0.05977345452520059
9,,,,,,mmlu:high_school_computer_science,validation,11.153936952352524,llama2_13b_chat,oe,oe,0.7777777910232544,0.6666666865348816,0.3571428571428571,0.16370706425772769
100,,,,,,mmlu:high_school_computer_science,test,129.35715278238058,llama2_13b_chat,oe,oe,0.41999998688697815,0.550000011920929,0.4930213464696223,0.10899275183677673
22,,,,,,mmlu:high_school_geography,validation,22.944839511066675,llama2_13b_chat,oe,oe,0.5,0.40909093618392944,0.4380165289256199,0.24187139489433984
198,,,,,,mmlu:high_school_geography,test,140.12461967766285,llama2_13b_chat,oe,oe,0.3787878751754761,0.5858585834503174,0.41436314363143634,0.08959239450368016
21,,,,,,mmlu:high_school_government_and_politics,validation,9.165503703057766,llama2_13b_chat,oe,oe,0.380952388048172,0.6190476417541504,0.5384615384615384,0.1214601993560791
193,,,,,,mmlu:high_school_government_and_politics,test,90.11785550042987,llama2_13b_chat,oe,oe,0.43523314595222473,0.6165803074836731,0.4927916120576671,0.01723309625615727
43,,,,,,mmlu:high_school_macroeconomics,validation,29.139869581907988,llama2_13b_chat,oe,oe,0.44186046719551086,0.7674418687820435,0.23464912280701752,0.1282355868539145
390,,,,,,mmlu:high_school_macroeconomics,test,260.38934625312686,llama2_13b_chat,oe,oe,0.30512821674346924,0.6512820720672607,0.4083537474030202,0.05329037507375083
29,,,,,,mmlu:high_school_mathematics,validation,15.079372551292181,llama2_13b_chat,oe,oe,0.10344827175140381,0.7586206793785095,0.3974358974358974,0.0868283880167994
270,,,,,,mmlu:high_school_mathematics,test,154.70237043127418,llama2_13b_chat,oe,oe,0.0962962955236435,0.800000011920929,0.4782471626733921,0.08083013848022179
26,,,,,,mmlu:high_school_microeconomics,validation,22.141053535044193,llama2_13b_chat,oe,oe,0.23076924681663513,0.7307692766189575,0.41666666666666663,0.12315595837739801
238,,,,,,mmlu:high_school_microeconomics,test,162.1299982815981,llama2_13b_chat,oe,oe,0.34873950481414795,0.6638655662536621,0.3668869024485037,0.04527642471449716
17,,,,,,mmlu:high_school_physics,validation,13.085025455802679,llama2_13b_chat,oe,oe,0.11764705926179886,0.529411792755127,0.09999999999999998,0.18166014026193059
151,,,,,,mmlu:high_school_physics,test,95.55511238053441,llama2_13b_chat,oe,oe,0.16556291282176971,0.6754966974258423,0.4485714285714286,0.058813889295060075
60,,,,,,mmlu:high_school_psychology,validation,33.16212162747979,llama2_13b_chat,oe,oe,0.5,0.6000000238418579,0.3872222222222222,0.08091991146405537
545,,,,,,mmlu:high_school_psychology,test,298.5215934589505,llama2_13b_chat,oe,oe,0.5064220428466797,0.5596330165863037,0.3925367706481332,0.09981228670942673
23,,,,,,mmlu:high_school_statistics,validation,32.53145433217287,llama2_13b_chat,oe,oe,0.17391304671764374,0.6521739363670349,0.38157894736842113,0.1123761923416801
216,,,,,,mmlu:high_school_statistics,test,254.86841040104628,llama2_13b_chat,oe,oe,0.27314814925193787,0.5972222089767456,0.48418438950663933,0.065582482903092
22,,,,,,mmlu:high_school_us_history,validation,42.80662463977933,llama2_13b_chat,oe,oe,0.6363636255264282,0.5,0.39285714285714285,0.18676408312537454
204,,,,,,mmlu:high_school_us_history,test,409.1336831115186,llama2_13b_chat,oe,oe,0.6372549533843994,0.6029412150382996,0.41470893970893974,0.06814890807750179
23,,,,,,mmlu:human_aging,validation,22.490251436829567,llama2_13b_chat,oe,oe,0.3478260934352875,0.8695652484893799,0.2583333333333333,0.20309677590494568
223,,,,,,mmlu:human_aging,test,159.56206338107586,llama2_13b_chat,oe,oe,0.35874441266059875,0.6636771559715271,0.46319930069930065,0.020411624769458844
12,,,,,,mmlu:human_sexuality,validation,11.811525207012892,llama2_13b_chat,oe,oe,0.4166666865348816,0.6666666865348816,0.37142857142857144,0.18688828249772388
131,,,,,,mmlu:human_sexuality,test,81.03091282770038,llama2_13b_chat,oe,oe,0.49618321657180786,0.580152690410614,0.48846153846153845,0.09146179998193986
13,,,,,,mmlu:international_law,validation,14.666199069470167,llama2_13b_chat,oe,oe,0.1538461595773697,0.46153849363327026,0.5,0.24755189051994916
121,,,,,,mmlu:international_law,test,97.40366931632161,llama2_13b_chat,oe,oe,0.4876032769680023,0.5041322112083435,0.547840349917988,0.18315936169348473
11,,,,,,mmlu:jurisprudence,validation,8.73505587503314,llama2_13b_chat,oe,oe,0.27272728085517883,0.7272727489471436,0.41666666666666663,0.12884649363431067
108,,,,,,mmlu:jurisprudence,test,53.87186013907194,llama2_13b_chat,oe,oe,0.39814814925193787,0.6018518805503845,0.4270125223613596,0.058613109367865124
18,,,,,,mmlu:logical_fallacies,validation,8.046968653798103,llama2_13b_chat,oe,oe,0.3888888955116272,0.6111111044883728,0.6168831168831169,0.18137515584627786
163,,,,,,mmlu:logical_fallacies,test,97.14058249816298,llama2_13b_chat,oe,oe,0.460122674703598,0.5950919985771179,0.5220454545454546,0.02585290948306123
11,,,,,,mmlu:machine_learning,validation,6.999765735119581,llama2_13b_chat,oe,oe,0.4545454680919647,0.5454545617103577,0.39999999999999997,0.15980057824741709
112,,,,,,mmlu:machine_learning,test,66.01149332150817,llama2_13b_chat,oe,oe,0.2946428656578064,0.5089285969734192,0.3983505945531262,0.13042781821319036
11,,,,,,mmlu:management,validation,4.527193944901228,llama2_13b_chat,oe,oe,0.5454545617103577,0.4545454680919647,0.6,0.3144473000006242
103,,,,,,mmlu:management,test,48.94045666977763,llama2_13b_chat,oe,oe,0.3689320385456085,0.49514564871788025,0.41740890688259114,0.14472018167810535
25,,,,,,mmlu:marketing,validation,20.135156027972698,llama2_13b_chat,oe,oe,0.1599999964237213,0.8399999737739563,0.34523809523809523,0.2318857932090759
234,,,,,,mmlu:marketing,test,144.80305931344628,llama2_13b_chat,oe,oe,0.4529914855957031,0.6709402203559875,0.37533166273584906,0.08283719038351987
11,,,,,,mmlu:medical_genetics,validation,7.51011685281992,llama2_13b_chat,oe,oe,0.7272727489471436,0.3636363744735718,0.2916666666666667,0.38477708534760907
100,,,,,,mmlu:medical_genetics,test,63.12216270714998,llama2_13b_chat,oe,oe,0.4399999976158142,0.6100000143051147,0.4898538961038961,0.0353246307373047
38,,,,,,mmlu:moral_disputes,validation,25.995274133980274,llama2_13b_chat,oe,oe,0.4736842215061188,0.5526315569877625,0.5625,0.18578106478640907
346,,,,,,mmlu:moral_disputes,test,211.79492903873324,llama2_13b_chat,oe,oe,0.39017340540885925,0.6011560559272766,0.4627172195892575,0.025910551492878464
33,,,,,,mmlu:nutrition,validation,26.46353818103671,llama2_13b_chat,oe,oe,0.3333333432674408,0.5151515007019043,0.603305785123967,0.11535676862254288
306,,,,,,mmlu:nutrition,test,234.03912938013673,llama2_13b_chat,oe,oe,0.38235294818878174,0.49673202633857727,0.5024420024420024,0.14291573096724117
34,,,,,,mmlu:philosophy,validation,11.976518493145704,llama2_13b_chat,oe,oe,0.2647058963775635,0.7352941036224365,0.45333333333333337,0.08830076105454389
311,,,,,,mmlu:philosophy,test,155.0689558647573,llama2_13b_chat,oe,oe,0.2829582095146179,0.7266880869865417,0.41321850794944964,0.08087032860881647
35,,,,,,mmlu:prehistory,validation,18.603726234287024,llama2_13b_chat,oe,oe,0.3142857253551483,0.5428571701049805,0.5018939393939393,0.1646228824343
324,,,,,,mmlu:prehistory,test,155.91048012673855,llama2_13b_chat,oe,oe,0.395061731338501,0.5956790447235107,0.5288185586734695,0.0731483512086633
69,,,,,,mmlu:professional_psychology,validation,83.21384820342064,llama2_13b_chat,oe,oe,0.37681159377098083,0.6521739363670349,0.3152951699463327,0.051486733167067804
612,,,,,,mmlu:professional_psychology,test,706.3532844483852,llama2_13b_chat,oe,oe,0.3055555522441864,0.6895424723625183,0.39133689839572194,0.014502109460581381
12,,,,,,mmlu:public_relations,validation,4.083608590066433,llama2_13b_chat,oe,oe,0.25,0.6666666865348816,0.25925925925925924,0.16677892208099365
