N,fuzzy_gpt-3.5-turbo-1106_acc,fuzzy_gpt-3.5-turbo-1106_unc_acc,fuzzy_gpt-3.5-turbo-1106_unc_auroc,fuzzy_gpt-3.5-turbo-1106_unc_ece,dataset,split,ts,model_name,eval_method,eval_mode
171,0.8070175647735596,0.7602339386940002,0.5793807641633728,0.2164834770527515,mmlu:world_religions,test,111.30279359966516,mistral_7b_instruct,ve2s1g,choice
14,0.7142857313156128,0.6428571939468384,0.42499999999999993,0.3500000089406967,mmlu:anatomy,validation,9.390086583793163,mistral_7b_instruct,ve1s1g,choice
135,0.5333333015441895,0.5777777433395386,0.7350088183421517,0.3921358978864059,mmlu:anatomy,test,41.65278150700033,mistral_7b_instruct,ve1s1g,choice
16,0.375,0.625,0.6666666666666667,0.32916666070620215,mmlu:astronomy,validation,5.327897747978568,mistral_7b_instruct,ve1s1g,choice
152,0.6052631735801697,0.6710526347160339,0.5860507246376812,0.23953767083272212,mmlu:astronomy,test,46.89059395715594,mistral_7b_instruct,ve1s1g,choice
11,0.8181818723678589,0.9090909361839294,0.6944444444444444,0.1849999904632568,mmlu:business_ethics,validation,3.526976903900504,mistral_7b_instruct,ve1s1g,choice
100,0.5799999833106995,0.6899999976158142,0.6293103448275861,0.2449287856326384,mmlu:business_ethics,test,30.73134017549455,mistral_7b_instruct,ve1s1g,choice
29,0.5517241358757019,0.517241358757019,0.5120192307692307,0.36296294795142275,mmlu:clinical_knowledge,validation,9.859436886385083,mistral_7b_instruct,ve1s1g,choice
265,0.6415094137191772,0.6792452931404114,0.615077399380805,0.19301302724530084,mmlu:clinical_knowledge,test,82.43161059729755,mistral_7b_instruct,ve1s1g,choice
16,0.5625,0.625,0.5079365079365079,0.45499998927116403,mmlu:college_biology,validation,4.965116864070296,mistral_7b_instruct,ve1s1g,choice
144,0.6458333134651184,0.6527777910232544,0.592662871600253,0.2600979834210639,mmlu:college_biology,test,42.27979396097362,mistral_7b_instruct,ve1s1g,choice
8,0.375,0.625,0.8,0.2857142857142857,mmlu:college_chemistry,validation,2.6639857087284327,mistral_7b_instruct,ve1s1g,choice
100,0.3799999952316284,0.5299999713897705,0.6477079796264856,0.3571566087859017,mmlu:college_chemistry,test,34.938191153109074,mistral_7b_instruct,ve1s1g,choice
11,0.27272728085517883,0.5454545617103577,0.625,0.28333333465788096,mmlu:college_computer_science,validation,4.117613395676017,mistral_7b_instruct,ve1s1g,choice
100,0.47999998927116394,0.5,0.5186298076923077,0.3247681536536286,mmlu:college_computer_science,test,32.64297593571246,mistral_7b_instruct,ve1s1g,choice
11,0.1818181872367859,0.8181818723678589,0.16666666666666669,0.1940222183863322,mmlu:college_mathematics,validation,4.035596899688244,mistral_7b_instruct,ve1s1g,choice
100,0.3199999928474426,0.4599999785423279,0.4717371323529412,0.3009448152083855,mmlu:college_mathematics,test,36.52904820069671,mistral_7b_instruct,ve1s1g,choice
22,0.5909091234207153,0.6818181872367859,0.5085470085470085,0.29117642430698176,mmlu:college_medicine,validation,6.839053377509117,mistral_7b_instruct,ve1s1g,choice
173,0.5260115265846252,0.5664739608764648,0.590324309836505,0.3233501811097138,mmlu:college_medicine,test,57.75460414029658,mistral_7b_instruct,ve1s1g,choice
11,0.3636363744735718,0.4545454680919647,0.7142857142857143,0.5071428503308977,mmlu:college_physics,validation,3.7137358970940113,mistral_7b_instruct,ve1s1g,choice
102,0.4019607901573181,0.480392187833786,0.5997600959616153,0.34000001398913826,mmlu:college_physics,test,32.36246446147561,mistral_7b_instruct,ve1s1g,choice
11,0.4545454680919647,0.6363636255264282,0.7833333333333333,0.38749998062849045,mmlu:computer_security,validation,4.021429834887385,mistral_7b_instruct,ve1s1g,choice
100,0.6899999976158142,0.6899999976158142,0.5446470313230483,0.1773972429641305,mmlu:computer_security,test,27.05496826581657,mistral_7b_instruct,ve1s1g,choice
26,0.38461539149284363,0.5,0.578125,0.42500000529819065,mmlu:conceptual_physics,validation,8.607210028916597,mistral_7b_instruct,ve1s1g,choice
235,0.4765957295894623,0.5319148898124695,0.5698315911730546,0.33881098202296667,mmlu:conceptual_physics,test,73.27690238133073,mistral_7b_instruct,ve1s1g,choice
12,0.5,0.5833333730697632,0.6944444444444444,0.4499999718232588,mmlu:econometrics,validation,4.097296103835106,mistral_7b_instruct,ve1s1g,choice
114,0.3947368562221527,0.44736841320991516,0.5391304347826087,0.39813334862391153,mmlu:econometrics,test,36.3745990190655,mistral_7b_instruct,ve1s1g,choice
16,0.375,0.625,0.7333333333333334,0.2727272673086687,mmlu:electrical_engineering,validation,4.936787109822035,mistral_7b_instruct,ve1s1g,choice
145,0.46206897497177124,0.5793103575706482,0.6823574435514733,0.28237705885386855,mmlu:electrical_engineering,test,44.51974585093558,mistral_7b_instruct,ve1s1g,choice
41,0.46341460943222046,0.5121951103210449,0.6232057416267942,0.35824521040094315,mmlu:elementary_mathematics,validation,13.2878173366189,mistral_7b_instruct,ve1s1g,choice
378,0.3888888657093048,0.4656084477901459,0.5806313867538357,0.40440173291791826,mmlu:elementary_mathematics,test,121.7908462882042,mistral_7b_instruct,ve1s1g,choice
14,0.4285714626312256,0.4285714626312256,0.8958333333333334,0.39769231814604544,mmlu:formal_logic,validation,5.555196320638061,mistral_7b_instruct,ve1s1g,choice
126,0.4206349551677704,0.444444477558136,0.6280692685448437,0.4443616290041741,mmlu:formal_logic,test,41.23347915895283,mistral_7b_instruct,ve1s1g,choice
10,0.20000000298023224,0.6000000238418579,0.59375,0.23333334260516694,mmlu:global_facts,validation,3.7940530981868505,mistral_7b_instruct,ve1s1g,choice
100,0.44999998807907104,0.5099999904632568,0.5800000000000001,0.22597938100087278,mmlu:global_facts,test,31.640432227402925,mistral_7b_instruct,ve1s1g,choice
32,0.65625,0.59375,0.4069264069264069,0.3088946687547784,mmlu:high_school_biology,validation,11.779329478740692,mistral_7b_instruct,ve1s1g,choice
310,0.6709677577018738,0.7032257914543152,0.5920767345399698,0.2056775355791029,mmlu:high_school_biology,test,97.0118949431926,mistral_7b_instruct,ve1s1g,choice
22,0.3636363744735718,0.4545454680919647,0.6651785714285714,0.464285705770765,mmlu:high_school_chemistry,validation,8.077681520953774,mistral_7b_instruct,ve1s1g,choice
203,0.39901477098464966,0.4876847267150879,0.5760473588342441,0.4019511018890932,mmlu:high_school_chemistry,test,64.93201682157815,mistral_7b_instruct,ve1s1g,choice
9,0.5555555820465088,0.7777777910232544,0.75,0.637499988079071,mmlu:high_school_computer_science,validation,2.973104789853096,mistral_7b_instruct,ve1s1g,choice
100,0.6200000047683716,0.6499999761581421,0.5800084889643463,0.22563794354597727,mmlu:high_school_computer_science,test,32.21157433837652,mistral_7b_instruct,ve1s1g,choice
22,0.8181818723678589,0.8181818723678589,0.8194444444444444,0.14444440603256228,mmlu:high_school_geography,validation,6.329413482919335,mistral_7b_instruct,ve1s1g,choice
198,0.6868686676025391,0.7070707082748413,0.5917931688804554,0.18222200208240089,mmlu:high_school_geography,test,60.36337612941861,mistral_7b_instruct,ve1s1g,choice
21,0.6666666865348816,0.8095238208770752,0.6683673469387755,0.11562496423721316,mmlu:high_school_government_and_politics,validation,8.509807266294956,mistral_7b_instruct,ve1s1g,choice
193,0.7772020697593689,0.7927460670471191,0.6087596899224805,0.09613135304764242,mmlu:high_school_government_and_politics,test,53.92627207376063,mistral_7b_instruct,ve1s1g,choice
43,0.5581395626068115,0.5581395626068115,0.581140350877193,0.3013513587616586,mmlu:high_school_macroeconomics,validation,14.320951495319605,mistral_7b_instruct,ve1s1g,choice
390,0.5333333611488342,0.5461538434028625,0.5847818047337279,0.2654117088107502,mmlu:high_school_macroeconomics,test,123.02711886353791,mistral_7b_instruct,ve1s1g,choice
29,0.3448275923728943,0.517241358757019,0.6315789473684211,0.3626373616548685,mmlu:high_school_mathematics,validation,10.140949718654156,mistral_7b_instruct,ve1s1g,choice
270,0.35185185074806213,0.4814814627170563,0.6049924812030074,0.34635736518436006,mmlu:high_school_mathematics,test,92.04503279551864,mistral_7b_instruct,ve1s1g,choice
26,0.6538462042808533,0.692307710647583,0.6405228758169935,0.16200002431869506,mmlu:high_school_microeconomics,validation,8.723448758944869,mistral_7b_instruct,ve1s1g,choice
238,0.6008403897285461,0.680672287940979,0.5861980125138019,0.15079355839068298,mmlu:high_school_microeconomics,test,77.01942645013332,mistral_7b_instruct,ve1s1g,choice
17,0.23529411852359772,0.29411765933036804,0.7884615384615384,0.5381538592852079,mmlu:high_school_physics,validation,6.409777924418449,mistral_7b_instruct,ve1s1g,choice
151,0.34437087178230286,0.4039735198020935,0.5291375291375292,0.35230160752932227,mmlu:high_school_physics,test,49.03349013067782,mistral_7b_instruct,ve1s1g,choice
60,0.8666667342185974,0.8666667342185974,0.7596153846153846,0.09215689172931743,mmlu:high_school_psychology,validation,16.641255993396044,mistral_7b_instruct,ve1s1g,choice
545,0.7596330046653748,0.7577981948852539,0.6547921967769297,0.1366132068110036,mmlu:high_school_psychology,test,153.72372061945498,mistral_7b_instruct,ve1s1g,choice
23,0.47826087474823,0.5652173757553101,0.6060606060606061,0.20663885606659785,mmlu:high_school_statistics,validation,9.163512932136655,mistral_7b_instruct,ve1s1g,choice
216,0.4305555522441864,0.5277777910232544,0.5293294868432555,0.2785821138393311,mmlu:high_school_statistics,test,70.55461318790913,mistral_7b_instruct,ve1s1g,choice
22,0.5909091234207153,0.5909091234207153,0.594017094017094,0.3531249463558197,mmlu:high_school_us_history,validation,6.939257135614753,mistral_7b_instruct,ve1s1g,choice
204,0.7549020051956177,0.7401961088180542,0.6975324675324676,0.19050618930708002,mmlu:high_school_us_history,test,64.15284648351371,mistral_7b_instruct,ve1s1g,choice
23,0.695652186870575,0.739130437374115,0.6696428571428572,0.15000000207320502,mmlu:human_aging,validation,7.161270070821047,mistral_7b_instruct,ve1s1g,choice
223,0.6008968949317932,0.6591928601264954,0.667994298172061,0.19852652296351925,mmlu:human_aging,test,68.29667559824884,mistral_7b_instruct,ve1s1g,choice
12,0.5,0.5,0.5416666666666667,0.2649999618530274,mmlu:human_sexuality,validation,4.089932348579168,mistral_7b_instruct,ve1s1g,choice
131,0.6106870174407959,0.6793892979621887,0.6617647058823529,0.22843117888914338,mmlu:human_sexuality,test,39.0832163579762,mistral_7b_instruct,ve1s1g,choice
13,0.8461538553237915,0.8461538553237915,0.7272727272727273,0.1541666885217031,mmlu:international_law,validation,4.07735457085073,mistral_7b_instruct,ve1s1g,choice
121,0.6611570119857788,0.6776859164237976,0.6224085365853658,0.19305550224251217,mmlu:international_law,test,35.63416450470686,mistral_7b_instruct,ve1s1g,choice
11,0.6363636255264282,0.5454545617103577,0.5178571428571428,0.21666665209664238,mmlu:jurisprudence,validation,3.6383300721645355,mistral_7b_instruct,ve1s1g,choice
108,0.6296296119689941,0.6481481790542603,0.5751838235294118,0.21664351468183557,mmlu:jurisprudence,test,34.813025303184986,mistral_7b_instruct,ve1s1g,choice
18,0.6666666865348816,0.6666666865348816,0.6736111111111112,0.3884615485484784,mmlu:logical_fallacies,validation,4.833816457539797,mistral_7b_instruct,ve1s1g,choice
163,0.7177913784980774,0.6809815764427185,0.6376811594202898,0.23514468212058579,mmlu:logical_fallacies,test,45.016611544415355,mistral_7b_instruct,ve1s1g,choice
11,0.4545454680919647,0.6363636255264282,0.35,0.15333330631256104,mmlu:machine_learning,validation,4.031610444188118,mistral_7b_instruct,ve1s1g,choice
112,0.455357164144516,0.5714285969734192,0.635326261652202,0.29777525850896086,mmlu:machine_learning,test,34.92167146317661,mistral_7b_instruct,ve1s1g,choice
11,0.8181818723678589,0.7272727489471436,0.6666666666666666,0.3437499701976776,mmlu:management,validation,2.606076393276453,mistral_7b_instruct,ve1s1g,choice
103,0.7475728392601013,0.737864077091217,0.6515984015984017,0.21133339166641232,mmlu:management,test,26.452122448012233,mistral_7b_instruct,ve1s1g,choice
25,0.7599999904632568,0.7999999523162842,0.513157894736842,0.11428567057564146,mmlu:marketing,validation,6.190595814958215,mistral_7b_instruct,ve1s1g,choice
234,0.8504273891448975,0.8418803811073303,0.6480258435032304,0.10304859389619131,mmlu:marketing,test,55.50477650202811,mistral_7b_instruct,ve1s1g,choice
11,0.9090909361839294,0.9090909361839294,1.0,0.15000000170298985,mmlu:medical_genetics,validation,3.009904872626066,mistral_7b_instruct,ve1s1g,choice
100,0.5799999833106995,0.6599999666213989,0.6020114942528736,0.2362552109437111,mmlu:medical_genetics,test,30.853515092283487,mistral_7b_instruct,ve1s1g,choice
38,0.6315789222717285,0.6315789222717285,0.5610119047619048,0.2196970112396009,mmlu:moral_disputes,validation,12.88583767041564,mistral_7b_instruct,ve1s1g,choice
346,0.6127167344093323,0.6387283205986023,0.6404709940861729,0.21048387269819938,mmlu:moral_disputes,test,101.17497192323208,mistral_7b_instruct,ve1s1g,choice
33,0.7272727489471436,0.696969747543335,0.6944444444444444,0.2582608461380005,mmlu:nutrition,validation,10.180842705070972,mistral_7b_instruct,ve1s1g,choice
306,0.5980392098426819,0.5882353186607361,0.5910524679017282,0.3045380417122898,mmlu:nutrition,test,81.4026871304959,mistral_7b_instruct,ve1s1g,choice
34,0.6176470518112183,0.6470588445663452,0.8021978021978022,0.2983871236924202,mmlu:philosophy,validation,8.526651248335838,mistral_7b_instruct,ve1s1g,choice
311,0.6430867910385132,0.6945337653160095,0.6729729729729729,0.16566895766997,mmlu:philosophy,test,83.64462936297059,mistral_7b_instruct,ve1s1g,choice
35,0.6000000238418579,0.6285714507102966,0.6598639455782314,0.18906252458691597,mmlu:prehistory,validation,10.924394151195884,mistral_7b_instruct,ve1s1g,choice
324,0.6358024477958679,0.6913580298423767,0.6576230047720915,0.19799989712865732,mmlu:prehistory,test,98.63407087139785,mistral_7b_instruct,ve1s1g,choice
69,0.6231884360313416,0.695652186870575,0.6614490161001789,0.1703390721547402,mmlu:professional_psychology,validation,21.468869799748063,mistral_7b_instruct,ve1s1g,choice
612,0.5375816822052002,0.5866013169288635,0.607945696886378,0.25631191161794403,mmlu:professional_psychology,test,185.8507791236043,mistral_7b_instruct,ve1s1g,choice
12,0.5833333730697632,0.6666666865348816,0.3857142857142857,0.20999999046325682,mmlu:public_relations,validation,4.88713339343667,mistral_7b_instruct,ve1s1g,choice
110,0.6090908646583557,0.6363636255264282,0.5824366539396043,0.21741578150331303,mmlu:public_relations,test,29.268232330679893,mistral_7b_instruct,ve1s1g,choice
27,0.7037037014961243,0.7037037014961243,0.5263157894736843,0.18181818452748386,mmlu:security_studies,validation,8.669300150126219,mistral_7b_instruct,ve1s1g,choice
245,0.6285713911056519,0.6326530575752258,0.6654060225488796,0.23141875960256741,mmlu:security_studies,test,76.95799182727933,mistral_7b_instruct,ve1s1g,choice
22,0.8636363744735718,0.8636363744735718,0.2280701754385965,0.10312499850988391,mmlu:sociology,validation,5.77302941866219,mistral_7b_instruct,ve1s1g,choice
201,0.7761194109916687,0.7761194109916687,0.6613960113960115,0.11506007162921403,mmlu:sociology,test,50.37262384779751,mistral_7b_instruct,ve1s1g,choice
11,0.8181818723678589,0.8181818723678589,0.5555555555555555,0.14090907031839547,mmlu:us_foreign_policy,validation,2.907211247831583,mistral_7b_instruct,ve1s1g,choice
100,0.7699999809265137,0.7699999809265137,0.5770750988142292,0.1348193639732269,mmlu:us_foreign_policy,test,25.575772654265165,mistral_7b_instruct,ve1s1g,choice
18,0.6666666865348816,0.6111111044883728,0.5833333333333333,0.3046874590218067,mmlu:virology,validation,8.860251011326909,mistral_7b_instruct,ve1s1g,choice
166,0.46987950801849365,0.45783132314682007,0.5333624708624708,0.4127516254482654,mmlu:virology,test,52.4921326842159,mistral_7b_instruct,ve1s1g,choice
19,0.6842105388641357,0.6315789222717285,0.7243589743589745,0.4272726936773821,mmlu:world_religions,validation,5.559193555265665,mistral_7b_instruct,ve1s1g,choice
171,0.7894737124443054,0.7953216433525085,0.6715020576131687,0.21280979322007867,mmlu:world_religions,test,45.698444148525596,mistral_7b_instruct,ve1s1g,choice
14,0.6428571939468384,0.6428571939468384,0.5555555555555556,0.1785714966910226,mmlu:anatomy,validation,11.946960996836424,llama2_13b_chat,ve1s1g,oe
135,0.42222222685813904,0.4740740656852722,0.5883940620782727,0.30198582419843384,mmlu:anatomy,test,49.40892009064555,llama2_13b_chat,ve1s1g,oe
16,0.375,0.5625,0.75,0.3062500059604645,mmlu:astronomy,validation,6.323587477207184,llama2_13b_chat,ve1s1g,oe
152,0.375,0.5460526347160339,0.656971375807941,0.24762135863304138,mmlu:astronomy,test,61.241218123584986,llama2_13b_chat,ve1s1g,oe
11,0.27272728085517883,0.3636363744735718,0.5625,0.500000010837208,mmlu:business_ethics,validation,3.8298836201429367,llama2_13b_chat,ve1s1g,oe
100,0.32999998331069946,0.41999998688697815,0.582089552238806,0.3513105982542038,mmlu:business_ethics,test,39.724058255553246,llama2_13b_chat,ve1s1g,oe
29,0.20689654350280762,0.41379308700561523,0.5543478260869565,0.42865719260840573,mmlu:clinical_knowledge,validation,12.70856498926878,llama2_13b_chat,ve1s1g,oe
265,0.29056602716445923,0.4226415157318115,0.6493851892788062,0.4013982387583228,mmlu:clinical_knowledge,test,105.07271168753505,llama2_13b_chat,ve1s1g,oe
16,0.3125,0.25,0.6363636363636364,0.5800000667572022,mmlu:college_biology,validation,7.738304674625397,llama2_13b_chat,ve1s1g,oe
144,0.3333333432674408,0.4375,0.5817057291666667,0.36781663632561973,mmlu:college_biology,test,60.72221536189318,llama2_13b_chat,ve1s1g,oe
8,0.125,0.375,0.7857142857142857,0.39729407855442594,mmlu:college_chemistry,validation,3.9775149300694466,llama2_13b_chat,ve1s1g,oe
100,0.10999999940395355,0.20999999344348907,0.5944841675178755,0.5723446439010929,mmlu:college_chemistry,test,45.83644502982497,llama2_13b_chat,ve1s1g,oe
11,0.27272728085517883,0.3636363744735718,0.5833333333333333,0.4090909145095131,mmlu:college_computer_science,validation,6.351205144077539,llama2_13b_chat,ve1s1g,oe
100,0.23999999463558197,0.4399999976158142,0.5726425438596492,0.3893939009820572,mmlu:college_computer_science,test,43.33054235577583,llama2_13b_chat,ve1s1g,oe
11,0.09090909361839294,0.5454545617103577,0.6,0.31363637338985095,mmlu:college_mathematics,validation,4.99290356785059,llama2_13b_chat,ve1s1g,oe
100,0.17000000178813934,0.3499999940395355,0.5637845499645642,0.4809223591013157,mmlu:college_mathematics,test,42.23025919869542,llama2_13b_chat,ve1s1g,oe
22,0.3636363744735718,0.4545454680919647,0.6205357142857143,0.4095238191740853,mmlu:college_medicine,validation,8.800952721387148,llama2_13b_chat,ve1s1g,oe
173,0.3352600932121277,0.44508668780326843,0.6136431784107946,0.3717263876682236,mmlu:college_medicine,test,75.1816038750112,llama2_13b_chat,ve1s1g,oe
11,0.09090909361839294,0.09090909361839294,0.55,0.6909091039137406,mmlu:college_physics,validation,4.1834243312478065,llama2_13b_chat,ve1s1g,oe
102,0.1764705926179886,0.30392158031463623,0.5456349206349206,0.49169995546340944,mmlu:college_physics,test,43.244962096214294,llama2_13b_chat,ve1s1g,oe
11,0.4545454680919647,0.4545454680919647,0.4,0.4000000086697665,mmlu:computer_security,validation,7.155428532510996,llama2_13b_chat,ve1s1g,oe
100,0.3400000035762787,0.4699999988079071,0.6154188948306595,0.3503169320067581,mmlu:computer_security,test,42.267673909664154,llama2_13b_chat,ve1s1g,oe
26,0.19230769574642181,0.26923078298568726,0.6714285714285715,0.5920000076293946,mmlu:conceptual_physics,validation,10.457902569323778,llama2_13b_chat,ve1s1g,oe
235,0.31063827872276306,0.40425530076026917,0.5837561305597836,0.4001380764113532,mmlu:conceptual_physics,test,83.05303674936295,llama2_13b_chat,ve1s1g,oe
12,0.25,0.3333333432674408,0.6111111111111112,0.5000000149011612,mmlu:econometrics,validation,4.945750184357166,llama2_13b_chat,ve1s1g,oe
114,0.21929824352264404,0.35087719559669495,0.48067415730337076,0.4195762783025218,mmlu:econometrics,test,52.4639833830297,llama2_13b_chat,ve1s1g,oe
16,0.0625,0.25,0.7,0.6019411683082581,mmlu:electrical_engineering,validation,7.917943455278873,llama2_13b_chat,ve1s1g,oe
145,0.20000000298023224,0.2689655125141144,0.4971759809750298,0.5073798207136301,mmlu:electrical_engineering,test,55.84311270713806,llama2_13b_chat,ve1s1g,oe
41,0.31707316637039185,0.3414633870124817,0.4780219780219781,0.43687497228384015,mmlu:elementary_mathematics,validation,18.481887634843588,llama2_13b_chat,ve1s1g,oe
378,0.27513226866722107,0.32275131344795227,0.5625175463222907,0.4621333051574687,mmlu:elementary_mathematics,test,133.28541503474116,llama2_13b_chat,ve1s1g,oe
14,0.4285714626312256,0.3571428656578064,0.28125,0.3538461648500883,mmlu:formal_logic,validation,9.847692932933569,llama2_13b_chat,ve1s1g,oe
126,0.3095238208770752,0.30158731341362,0.45446507515473034,0.4262688014565445,mmlu:formal_logic,test,55.67256260290742,llama2_13b_chat,ve1s1g,oe
10,0.20000000298023224,0.4000000059604645,0.3125,0.23999997377395635,mmlu:global_facts,validation,4.026862490922213,llama2_13b_chat,ve1s1g,oe
100,0.08999999612569809,0.28999999165534973,0.5616605616605617,0.4338383837179704,mmlu:global_facts,test,35.10817399248481,llama2_13b_chat,ve1s1g,oe
32,0.3125,0.34375,0.5136363636363637,0.4444080051034689,mmlu:high_school_biology,validation,13.459628511220217,llama2_13b_chat,ve1s1g,oe
310,0.4096774160861969,0.5322580337524414,0.5647777634353083,0.2655221481527826,mmlu:high_school_biology,test,122.09778526425362,llama2_13b_chat,ve1s1g,oe
22,0.13636364042758942,0.1818181872367859,0.22807017543859648,0.6199496587117513,mmlu:high_school_chemistry,validation,15.1825788654387,llama2_13b_chat,ve1s1g,oe
203,0.20689654350280762,0.32019704580307007,0.6100266193433894,0.4933161716712148,mmlu:high_school_chemistry,test,87.42138908803463,llama2_13b_chat,ve1s1g,oe
9,0.6666666865348816,0.7777777910232544,0.7222222222222223,0.122222277853224,mmlu:high_school_computer_science,validation,4.533723149448633,llama2_13b_chat,ve1s1g,oe
100,0.35999998450279236,0.4699999988079071,0.5703125,0.30229167453944683,mmlu:high_school_computer_science,test,45.46028774604201,llama2_13b_chat,ve1s1g,oe
22,0.4545454680919647,0.4545454680919647,0.475,0.26363640752705664,mmlu:high_school_geography,validation,10.141312509775162,llama2_13b_chat,ve1s1g,oe
198,0.3030303120613098,0.4747474789619446,0.6085144927536232,0.34608394916240987,mmlu:high_school_geography,test,77.14539438486099,llama2_13b_chat,ve1s1g,oe
21,0.2380952388048172,0.523809552192688,0.75,0.4252885438147045,mmlu:high_school_government_and_politics,validation,9.453243535012007,llama2_13b_chat,ve1s1g,oe
193,0.43523314595222473,0.6217616200447083,0.6791721275666229,0.1984770115090426,mmlu:high_school_government_and_politics,test,80.28929217159748,llama2_13b_chat,ve1s1g,oe
43,0.25581395626068115,0.3255814015865326,0.37073863636363635,0.42514090205347815,mmlu:high_school_macroeconomics,validation,17.48061602190137,llama2_13b_chat,ve1s1g,oe
390,0.25641027092933655,0.4153846204280853,0.5899655172413794,0.4191047354177995,mmlu:high_school_macroeconomics,test,151.22665499150753,llama2_13b_chat,ve1s1g,oe
29,0.10344827175140381,0.4482758641242981,0.673076923076923,0.46153846383094793,mmlu:high_school_mathematics,validation,10.324603591114283,llama2_13b_chat,ve1s1g,oe
270,0.05925925821065903,0.31481480598449707,0.48031496062992124,0.47129966391159805,mmlu:high_school_mathematics,test,97.56968044117093,llama2_13b_chat,ve1s1g,oe
26,0.19230769574642181,0.3076923191547394,0.4,0.4400000095367431,mmlu:high_school_microeconomics,validation,9.618513721972704,llama2_13b_chat,ve1s1g,oe
238,0.2521008551120758,0.36974790692329407,0.538623595505618,0.4443966376370397,mmlu:high_school_microeconomics,test,102.55252766981721,llama2_13b_chat,ve1s1g,oe
17,0.23529411852359772,0.1764705926179886,0.30769230769230765,0.565882402307847,mmlu:high_school_physics,validation,13.19796759262681,llama2_13b_chat,ve1s1g,oe
151,0.19205297529697418,0.2847682237625122,0.5284058790276993,0.5042354796556819,mmlu:high_school_physics,test,64.78170830011368,llama2_13b_chat,ve1s1g,oe
60,0.5166667103767395,0.5833333730697632,0.6468298109010012,0.19205175719018708,mmlu:high_school_psychology,validation,26.129251208156347,llama2_13b_chat,ve1s1g,oe
545,0.41100919246673584,0.4917431175708771,0.6161409657320872,0.2900119846759562,mmlu:high_school_psychology,test,209.5042933486402,llama2_13b_chat,ve1s1g,oe
23,0.1304347813129425,0.30434784293174744,0.575,0.4956521987915039,mmlu:high_school_statistics,validation,8.842940237373114,llama2_13b_chat,ve1s1g,oe
216,0.1944444477558136,0.34259259700775146,0.5361247947454845,0.4189133267357664,mmlu:high_school_statistics,test,93.86130537092686,llama2_13b_chat,ve1s1g,oe
22,0.7727273106575012,0.7272727489471436,0.5,0.07272728464820169,mmlu:high_school_us_history,validation,10.947869937866926,llama2_13b_chat,ve1s1g,oe
204,0.5686274766921997,0.6127451062202454,0.5960031347962382,0.13730771517633794,mmlu:high_school_us_history,test,96.51522434875369,llama2_13b_chat,ve1s1g,oe
23,0.21739131212234497,0.3913043439388275,0.861111111111111,0.44347824739373254,mmlu:human_aging,validation,9.392149213701487,llama2_13b_chat,ve1s1g,oe
223,0.2600896954536438,0.4170403778553009,0.6671368861024034,0.39231163075378345,mmlu:human_aging,test,83.24865271896124,llama2_13b_chat,ve1s1g,oe
12,0.0833333358168602,0.3333333432674408,0.40909090909090906,0.5275882085164387,mmlu:human_sexuality,validation,5.116991274058819,llama2_13b_chat,ve1s1g,oe
131,0.3893129825592041,0.4656488597393036,0.6699754901960784,0.30760514597560085,mmlu:human_sexuality,test,51.959582693874836,llama2_13b_chat,ve1s1g,oe
13,0.3076923191547394,0.3076923191547394,0.3055555555555556,0.29230769780965954,mmlu:international_law,validation,6.50589969009161,llama2_13b_chat,ve1s1g,oe
121,0.24793387949466705,0.43801650404930115,0.514102564102564,0.41120687743713114,mmlu:international_law,test,50.036602303385735,llama2_13b_chat,ve1s1g,oe
11,0.27272728085517883,0.7272727489471436,0.47916666666666663,0.2599999964237213,mmlu:jurisprudence,validation,6.62756784632802,llama2_13b_chat,ve1s1g,oe
108,0.31481480598449707,0.5092592835426331,0.6341414944356121,0.34274580568637486,mmlu:jurisprudence,test,48.71461196243763,llama2_13b_chat,ve1s1g,oe
18,0.3888888955116272,0.5,0.6883116883116882,0.30555560853746205,mmlu:logical_fallacies,validation,10.324252605438232,llama2_13b_chat,ve1s1g,oe
163,0.2760736048221588,0.38650307059288025,0.5314500941619585,0.4301941622048617,mmlu:logical_fallacies,test,59.7045798227191,llama2_13b_chat,ve1s1g,oe
11,0.3636363744735718,0.27272728085517883,0.42857142857142855,0.4600000500679016,mmlu:machine_learning,validation,5.702612746506929,llama2_13b_chat,ve1s1g,oe
112,0.1696428656578064,0.2053571492433548,0.567062818336163,0.601064829676001,mmlu:machine_learning,test,42.47413355484605,llama2_13b_chat,ve1s1g,oe
11,0.4545454680919647,0.6363636255264282,0.7666666666666667,0.24545454437082467,mmlu:management,validation,4.602128583937883,llama2_13b_chat,ve1s1g,oe
103,0.27184465527534485,0.4660194218158722,0.6173809523809524,0.3277875902583298,mmlu:management,test,38.013555217534304,llama2_13b_chat,ve1s1g,oe
25,0.3999999761581421,0.4399999976158142,0.52,0.3719999599456787,mmlu:marketing,validation,8.760168489068747,llama2_13b_chat,ve1s1g,oe
234,0.39316239953041077,0.47863250970840454,0.5912813839559093,0.31086302468705074,mmlu:marketing,test,83.32174705713987,llama2_13b_chat,ve1s1g,oe
11,0.4545454680919647,0.5454545617103577,0.6333333333333333,0.29090913859280676,mmlu:medical_genetics,validation,5.1025437749922276,llama2_13b_chat,ve1s1g,oe
100,0.3499999940395355,0.47999998927116394,0.5448351648351648,0.3089753816826175,mmlu:medical_genetics,test,38.76233101636171,llama2_13b_chat,ve1s1g,oe
