dataset,fuzzy_gpt-3\\.5-turbo-1106_ece_counting,fuzzy_gpt-3\\.5-turbo-1106_ece_likelihood,fuzzy_gpt-3\\.5-turbo-1106_auroc_counting,fuzzy_gpt-3\\.5-turbo-1106_auroc_likelihood,fuzzy_gpt-3\\.5-turbo-1106_unc_prediction_counting,fuzzy_gpt-3\\.5-turbo-1106_unc_prediction_likelihood,split,model
mmlu:high_school_physics,0.14117647058823526,0.13450516099163506,,,0.058823529411764705,0.058823529411764705,validation,llama2_7b
mmlu:high_school_physics,0.0980132450331126,0.1263152760025415,0.5503663003663004,0.5245421245421246,0.033112582781456956,0.019867549668874173,run-20240222_095203-hje01g8c,llama2_7b
mmlu:high_school_physics,0.14117647058823526,0.13450516099163506,,,0.058823529411764705,0.058823529411764705,run-20240222_095203-hje01g8c,llama2_7b
mmlu:high_school_physics,0.0980132450331126,0.1263152760025415,0.5503663003663004,0.5245421245421246,0.033112582781456956,0.019867549668874173,latest-run,llama2_7b
mmlu:high_school_physics,0.14117647058823526,0.13450516099163506,,,0.058823529411764705,0.058823529411764705,latest-run,llama2_7b
mmlu:college_medicine,0.26818181818181813,0.3069799546003794,,,0.0,0.0,validation,llama2_7b
mmlu:high_school_macroeconomics,0.112051282051282,0.10479866877098018,0.5133477633477633,0.5242303992303993,0.11794871794871795,0.05897435897435897,test,llama2_7b
mmlu:high_school_macroeconomics,0.07906976744186046,0.11564520994611793,,,0.2558139534883721,0.13953488372093023,validation,llama2_7b
mmlu:high_school_macroeconomics,0.112051282051282,0.10479866877098018,0.5133477633477633,0.5242303992303993,0.11794871794871795,0.05897435897435897,run-20240222_090636-p3hbew91,llama2_7b
mmlu:high_school_macroeconomics,0.07906976744186046,0.11564520994611793,,,0.2558139534883721,0.13953488372093023,run-20240222_090636-p3hbew91,llama2_7b
mmlu:high_school_macroeconomics,0.112051282051282,0.10479866877098018,0.5133477633477633,0.5242303992303993,0.11794871794871795,0.05897435897435897,latest-run,llama2_7b
mmlu:high_school_macroeconomics,0.07906976744186046,0.11564520994611793,,,0.2558139534883721,0.13953488372093023,latest-run,llama2_7b
mmlu:business_ethics,0.198,0.19302386686671671,0.5229779411764706,0.5533088235294118,0.03,0.01,test,llama2_7b
mmlu:business_ethics,0.2454545454545454,0.28457675523969417,,,0.0,0.0,validation,llama2_7b
mmlu:business_ethics,0.198,0.19302386686671671,0.5229779411764706,0.5533088235294118,0.03,0.01,run-20240223_113747-tds47mul,llama2_7b
mmlu:business_ethics,0.2454545454545454,0.28457675523969417,,,0.0,0.0,run-20240223_113747-tds47mul,llama2_7b
mmlu:business_ethics,0.198,0.19302386686671671,0.5229779411764706,0.5533088235294118,0.03,0.01,latest-run,llama2_7b
mmlu:business_ethics,0.2454545454545454,0.28457675523969417,,,0.0,0.0,latest-run,llama2_7b
mmlu:electrical_engineering,0.17241379310344832,0.17605795628081458,0.5400995575221239,0.5370575221238938,0.2689655172413793,0.18620689655172415,test,llama2_7b_chat
mmlu:electrical_engineering,0.1375,0.25916632054027533,,,0.0625,0.0625,validation,llama2_7b_chat
mmlu:electrical_engineering,0.17241379310344832,0.17605795628081458,0.5400995575221239,0.5370575221238938,0.2689655172413793,0.18620689655172415,run-20240222_075608-wqxn4ph5,llama2_7b_chat
mmlu:electrical_engineering,0.1375,0.25916632054027533,,,0.0625,0.0625,run-20240222_075608-wqxn4ph5,llama2_7b_chat
mmlu:electrical_engineering,0.17241379310344832,0.17605795628081458,0.5400995575221239,0.5370575221238938,0.2689655172413793,0.18620689655172415,latest-run,llama2_7b_chat
mmlu:electrical_engineering,0.1375,0.25916632054027533,,,0.0625,0.0625,latest-run,llama2_7b_chat
mmlu:international_law,0.21487603305785122,0.20884766347613856,0.5720011055831952,0.5538971807628524,0.08264462809917356,0.05785123966942149,test,llama2_7b_chat
mmlu:international_law,0.19999999999999998,0.29694415179125916,,,0.0,0.0,validation,llama2_7b_chat
mmlu:international_law,0.21487603305785122,0.20884766347613856,0.5720011055831952,0.5538971807628524,0.08264462809917356,0.05785123966942149,latest-run,llama2_7b_chat
mmlu:international_law,0.19999999999999998,0.29694415179125916,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:international_law,0.21487603305785122,0.20884766347613856,0.5720011055831952,0.5538971807628524,0.08264462809917356,0.05785123966942149,run-20240222_111340-raf1us60,llama2_7b_chat
mmlu:international_law,0.19999999999999998,0.29694415179125916,,,0.0,0.0,run-20240222_111340-raf1us60,llama2_7b_chat
mmlu:medical_genetics,0.199,0.18344401857600426,0.5064350064350065,0.5495495495495496,0.7,0.6,test,llama2_7b_chat
mmlu:medical_genetics,0.29090909090909095,0.18956879236228202,,,0.9090909090909091,0.8181818181818182,validation,llama2_7b_chat
mmlu:medical_genetics,0.199,0.18344401857600426,0.5064350064350065,0.5495495495495496,0.7,0.6,run-20240222_115313-g1uwss6s,llama2_7b_chat
mmlu:medical_genetics,0.29090909090909095,0.18956879236228202,,,0.9090909090909091,0.8181818181818182,run-20240222_115313-g1uwss6s,llama2_7b_chat
mmlu:medical_genetics,0.199,0.18344401857600426,0.5064350064350065,0.5495495495495496,0.7,0.6,latest-run,llama2_7b_chat
mmlu:medical_genetics,0.29090909090909095,0.18956879236228202,,,0.9090909090909091,0.8181818181818182,latest-run,llama2_7b_chat
mmlu:moral_scenarios,0.15500000000000005,0.18923574071944183,,,0.95,0.81,validation,llama2_7b_chat
mmlu:formal_logic,0.12142857142857143,0.15259848605753618,0.4822570332480819,0.4552429667519181,0.10317460317460317,0.0873015873015873,test,llama2_7b_chat
mmlu:formal_logic,0.2285714285714285,0.35778221689108836,,,0.0,0.0,validation,llama2_7b_chat
mmlu:formal_logic,0.12142857142857143,0.15259848605753618,0.4822570332480819,0.4552429667519181,0.10317460317460317,0.0873015873015873,run-20240222_082232-lrbc5dny,llama2_7b_chat
mmlu:formal_logic,0.2285714285714285,0.35778221689108836,,,0.0,0.0,run-20240222_082232-lrbc5dny,llama2_7b_chat
mmlu:formal_logic,0.12142857142857143,0.15259848605753618,0.4822570332480819,0.4552429667519181,0.10317460317460317,0.0873015873015873,latest-run,llama2_7b_chat
mmlu:formal_logic,0.2285714285714285,0.35778221689108836,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:astronomy,0.1414473684210526,0.17480529331505928,0.5681022408963585,0.5675770308123249,0.3684210526315789,0.23684210526315788,test,llama2_7b_chat
mmlu:astronomy,0.26875,0.32281100449256883,,,0.4375,0.3125,validation,llama2_7b_chat
mmlu:astronomy,0.1414473684210526,0.17480529331505928,0.5681022408963585,0.5675770308123249,0.3684210526315789,0.23684210526315788,run-20240222_062325-se94vndl,llama2_7b_chat
mmlu:astronomy,0.26875,0.32281100449256883,,,0.4375,0.3125,run-20240222_062325-se94vndl,llama2_7b_chat
mmlu:astronomy,0.1414473684210526,0.17480529331505928,0.5681022408963585,0.5675770308123249,0.3684210526315789,0.23684210526315788,latest-run,llama2_7b_chat
mmlu:astronomy,0.26875,0.32281100449256883,,,0.4375,0.3125,latest-run,llama2_7b_chat
mmlu:high_school_computer_science,0.10200000000000002,0.12487125394884477,0.6014583333333333,0.5966666666666667,0.41,0.32,test,llama2_7b_chat
mmlu:high_school_computer_science,0.23333333333333334,0.4326275104406838,,,0.2222222222222222,0.1111111111111111,validation,llama2_7b_chat
mmlu:high_school_computer_science,0.10200000000000002,0.12487125394884477,0.6014583333333333,0.5966666666666667,0.41,0.32,run-20240222_090129-y3zwwvuu,llama2_7b_chat
mmlu:high_school_computer_science,0.23333333333333334,0.4326275104406838,,,0.2222222222222222,0.1111111111111111,run-20240222_090129-y3zwwvuu,llama2_7b_chat
mmlu:high_school_computer_science,0.10200000000000002,0.12487125394884477,0.6014583333333333,0.5966666666666667,0.41,0.32,latest-run,llama2_7b_chat
mmlu:high_school_computer_science,0.23333333333333334,0.4326275104406838,,,0.2222222222222222,0.1111111111111111,latest-run,llama2_7b_chat
mmlu:jurisprudence,0.1351851851851852,0.1976077396989197,0.5188350191838159,0.5123822811301011,0.25925925925925924,0.2037037037037037,test,llama2_7b_chat
mmlu:jurisprudence,0.1727272727272727,0.30738350076580356,,,0.0,0.0,validation,llama2_7b_chat
mmlu:jurisprudence,0.1351851851851852,0.1976077396989197,0.5188350191838159,0.5123822811301011,0.25925925925925924,0.2037037037037037,run-20240222_111915-qb5kr8pb,llama2_7b_chat
mmlu:jurisprudence,0.1727272727272727,0.30738350076580356,,,0.0,0.0,run-20240222_111915-qb5kr8pb,llama2_7b_chat
mmlu:jurisprudence,0.1351851851851852,0.1976077396989197,0.5188350191838159,0.5123822811301011,0.25925925925925924,0.2037037037037037,latest-run,llama2_7b_chat
mmlu:jurisprudence,0.1727272727272727,0.30738350076580356,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:sociology,0.16250000000000003,0.16283080057932495,0.4586776859504132,0.4555785123966942,0.4577114427860697,0.3283582089552239,test,llama2_7b_chat
mmlu:sociology,0.1318181818181818,0.19503216714566748,,,0.5,0.36363636363636365,validation,llama2_7b_chat
mmlu:sociology,0.16250000000000003,0.16283080057932495,0.4586776859504132,0.4555785123966942,0.4577114427860697,0.3283582089552239,run-20240223_132941-bv0u0987,llama2_7b_chat
mmlu:sociology,0.1318181818181818,0.19503216714566748,,,0.5,0.36363636363636365,run-20240223_132941-bv0u0987,llama2_7b_chat
mmlu:sociology,0.16250000000000003,0.16283080057932495,0.4586776859504132,0.4555785123966942,0.4577114427860697,0.3283582089552239,latest-run,llama2_7b_chat
mmlu:sociology,0.1318181818181818,0.19503216714566748,,,0.5,0.36363636363636365,latest-run,llama2_7b_chat
mmlu:anatomy,0.1511111111111111,0.1766133380367775,0.5581847279378143,0.5425240054869684,0.562962962962963,0.4888888888888889,test,llama2_7b_chat
mmlu:anatomy,0.15,0.15351084405085155,,,0.35714285714285715,0.2857142857142857,validation,llama2_7b_chat
mmlu:anatomy,0.1511111111111111,0.1766133380367775,0.5581847279378143,0.5425240054869684,0.562962962962963,0.4888888888888889,run-20240222_061711-2rzm9utg,llama2_7b_chat
mmlu:anatomy,0.15,0.15351084405085155,,,0.35714285714285715,0.2857142857142857,run-20240222_061711-2rzm9utg,llama2_7b_chat
mmlu:anatomy,0.1511111111111111,0.1766133380367775,0.5581847279378143,0.5425240054869684,0.562962962962963,0.4888888888888889,latest-run,llama2_7b_chat
mmlu:anatomy,0.15,0.15351084405085155,,,0.35714285714285715,0.2857142857142857,latest-run,llama2_7b_chat
mmlu:elementary_mathematics,0.2682539682539683,0.2824771695604887,0.5444787379972565,0.5135459533607682,0.7513227513227513,0.6084656084656085,test,llama2_7b_chat
mmlu:elementary_mathematics,0.2658536585365854,0.3111960788219304,,,0.6829268292682927,0.5853658536585366,validation,llama2_7b_chat
mmlu:elementary_mathematics,0.2682539682539683,0.2824771695604887,0.5444787379972565,0.5135459533607682,0.7513227513227513,0.6084656084656085,run-20240222_080324-mzvm0iqk,llama2_7b_chat
mmlu:elementary_mathematics,0.2658536585365854,0.3111960788219304,,,0.6829268292682927,0.5853658536585366,run-20240222_080324-mzvm0iqk,llama2_7b_chat
mmlu:elementary_mathematics,0.2682539682539683,0.2824771695604887,0.5444787379972565,0.5135459533607682,0.7513227513227513,0.6084656084656085,latest-run,llama2_7b_chat
mmlu:elementary_mathematics,0.2658536585365854,0.3111960788219304,,,0.6829268292682927,0.5853658536585366,latest-run,llama2_7b_chat
mmlu:prehistory,0.1302469135802469,0.13900340397408784,0.4998342175066313,0.4956482095490716,0.2716049382716049,0.19753086419753085,test,llama2_7b_chat
mmlu:prehistory,0.16285714285714284,0.24133630791640667,,,0.14285714285714285,0.11428571428571428,validation,llama2_7b_chat
mmlu:prehistory,0.1302469135802469,0.13900340397408784,0.4998342175066313,0.4956482095490716,0.2716049382716049,0.19753086419753085,run-20240223_120620-qnt7adtu,llama2_7b_chat
mmlu:prehistory,0.16285714285714284,0.24133630791640667,,,0.14285714285714285,0.11428571428571428,run-20240223_120620-qnt7adtu,llama2_7b_chat
mmlu:prehistory,0.1302469135802469,0.13900340397408784,0.4998342175066313,0.4956482095490716,0.2716049382716049,0.19753086419753085,latest-run,llama2_7b_chat
mmlu:prehistory,0.16285714285714284,0.24133630791640667,,,0.14285714285714285,0.11428571428571428,latest-run,llama2_7b_chat
mmlu:moral_disputes,0.16560693641618499,0.15977867434246293,0.5186476600690528,0.5142891327385226,0.11271676300578035,0.07514450867052024,test,llama2_7b_chat
mmlu:moral_disputes,0.17631578947368423,0.19888027980327663,,,0.07894736842105263,0.02631578947368421,validation,llama2_7b_chat
mmlu:moral_disputes,0.16560693641618499,0.15977867434246293,0.5186476600690528,0.5142891327385226,0.11271676300578035,0.07514450867052024,run-20240222_122859-k3ge10dk,llama2_7b_chat
mmlu:moral_disputes,0.17631578947368423,0.19888027980327663,,,0.07894736842105263,0.02631578947368421,run-20240222_122859-k3ge10dk,llama2_7b_chat
mmlu:moral_disputes,0.16560693641618499,0.15977867434246293,0.5186476600690528,0.5142891327385226,0.11271676300578035,0.07514450867052024,latest-run,llama2_7b_chat
mmlu:moral_disputes,0.17631578947368423,0.19888027980327663,,,0.07894736842105263,0.02631578947368421,latest-run,llama2_7b_chat
mmlu:machine_learning,0.16785714285714284,0.16560779398276435,0.5429421768707483,0.5510204081632653,0.3125,0.21428571428571427,test,llama2_7b_chat
mmlu:machine_learning,0.19090909090909094,0.3614357531499691,,,0.0,0.0,validation,llama2_7b_chat
mmlu:machine_learning,0.16785714285714284,0.16560779398276435,0.5429421768707483,0.5510204081632653,0.3125,0.21428571428571427,run-20240222_113305-6m58bkbe,llama2_7b_chat
mmlu:machine_learning,0.19090909090909094,0.3614357531499691,,,0.0,0.0,run-20240222_113305-6m58bkbe,llama2_7b_chat
mmlu:machine_learning,0.16785714285714284,0.16560779398276435,0.5429421768707483,0.5510204081632653,0.3125,0.21428571428571427,latest-run,llama2_7b_chat
mmlu:machine_learning,0.19090909090909094,0.3614357531499691,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:high_school_microeconomics,0.09873949579831928,0.1144104306387931,0.5755256648113791,0.5546536796536796,0.453781512605042,0.31512605042016806,test,llama2_7b_chat
mmlu:high_school_microeconomics,0.07307692307692307,0.131342931151806,,,0.15384615384615385,0.15384615384615385,validation,llama2_7b_chat
mmlu:high_school_microeconomics,0.09873949579831928,0.1144104306387931,0.5755256648113791,0.5546536796536796,0.453781512605042,0.31512605042016806,run-20240222_100147-vul9g4nm,llama2_7b_chat
mmlu:high_school_microeconomics,0.07307692307692307,0.131342931151806,,,0.15384615384615385,0.15384615384615385,run-20240222_100147-vul9g4nm,llama2_7b_chat
mmlu:high_school_microeconomics,0.09873949579831928,0.1144104306387931,0.5755256648113791,0.5546536796536796,0.453781512605042,0.31512605042016806,latest-run,llama2_7b_chat
mmlu:high_school_microeconomics,0.07307692307692307,0.131342931151806,,,0.15384615384615385,0.15384615384615385,latest-run,llama2_7b_chat
mmlu:college_computer_science,0.22700000000000004,0.23174114740860094,0.523033309709426,0.47342310418143163,0.31,0.22,test,llama2_7b_chat
mmlu:college_computer_science,0.3090909090909091,0.24278217401951224,,,0.2727272727272727,0.18181818181818182,validation,llama2_7b_chat
mmlu:college_computer_science,0.22700000000000004,0.23174114740860094,0.523033309709426,0.47342310418143163,0.31,0.22,run-20240222_070858-xrpltek6,llama2_7b_chat
mmlu:college_computer_science,0.3090909090909091,0.24278217401951224,,,0.2727272727272727,0.18181818181818182,run-20240222_070858-xrpltek6,llama2_7b_chat
mmlu:college_computer_science,0.22700000000000004,0.23174114740860094,0.523033309709426,0.47342310418143163,0.31,0.22,latest-run,llama2_7b_chat
mmlu:college_computer_science,0.3090909090909091,0.24278217401951224,,,0.2727272727272727,0.18181818181818182,latest-run,llama2_7b_chat
mmlu:security_studies,0.3587755102040816,0.35848226134065125,0.5695721711315473,0.5641743302678929,0.00816326530612245,0.0,test,llama2_7b_chat
mmlu:security_studies,0.4592592592592593,0.4551642717927565,,,0.0,0.0,validation,llama2_7b_chat
mmlu:security_studies,0.3587755102040816,0.35848226134065125,0.5695721711315473,0.5641743302678929,0.00816326530612245,0.0,run-20240223_131724-d13u1ig6,llama2_7b_chat
mmlu:security_studies,0.4592592592592593,0.4551642717927565,,,0.0,0.0,run-20240223_131724-d13u1ig6,llama2_7b_chat
mmlu:security_studies,0.3587755102040816,0.35848226134065125,0.5695721711315473,0.5641743302678929,0.00816326530612245,0.0,latest-run,llama2_7b_chat
mmlu:security_studies,0.4592592592592593,0.4551642717927565,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:management,0.20873786407767,0.20560280477318676,0.49549549549549543,0.4746109746109746,0.6116504854368932,0.44660194174757284,test,llama2_7b_chat
mmlu:management,0.31818181818181823,0.41917014986409223,,,0.7272727272727273,0.6363636363636364,validation,llama2_7b_chat
mmlu:management,0.20873786407767,0.20560280477318676,0.49549549549549543,0.4746109746109746,0.6116504854368932,0.44660194174757284,run-20240222_113938-wqilph3p,llama2_7b_chat
mmlu:management,0.31818181818181823,0.41917014986409223,,,0.7272727272727273,0.6363636363636364,run-20240222_113938-wqilph3p,llama2_7b_chat
mmlu:management,0.20873786407767,0.20560280477318676,0.49549549549549543,0.4746109746109746,0.6116504854368932,0.44660194174757284,latest-run,llama2_7b_chat
mmlu:management,0.31818181818181823,0.41917014986409223,,,0.7272727272727273,0.6363636363636364,latest-run,llama2_7b_chat
mmlu:econometrics,0.19649122807017547,0.21939881746781267,0.4917857142857142,0.46714285714285714,0.16666666666666666,0.13157894736842105,test,llama2_7b_chat
mmlu:econometrics,0.2916666666666667,0.18608563816993223,,,0.0,0.0,validation,llama2_7b_chat
mmlu:econometrics,0.19649122807017547,0.21939881746781267,0.4917857142857142,0.46714285714285714,0.16666666666666666,0.13157894736842105,run-20240222_074849-wn21ok0c,llama2_7b_chat
mmlu:econometrics,0.2916666666666667,0.18608563816993223,,,0.0,0.0,run-20240222_074849-wn21ok0c,llama2_7b_chat
mmlu:econometrics,0.19649122807017547,0.21939881746781267,0.4917857142857142,0.46714285714285714,0.16666666666666666,0.13157894736842105,latest-run,llama2_7b_chat
mmlu:econometrics,0.2916666666666667,0.18608563816993223,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:professional_medicine,0.18382352941176472,0.22446992475309516,0.5176908052884615,0.490234375,0.39338235294117646,0.3014705882352941,test,llama2_7b_chat
mmlu:professional_medicine,0.19677419354838707,0.18958743530312158,,,0.5161290322580645,0.3548387096774194,validation,llama2_7b_chat
mmlu:professional_medicine,0.18382352941176472,0.22446992475309516,0.5176908052884615,0.490234375,0.39338235294117646,0.3014705882352941,run-20240223_123954-jkr69af7,llama2_7b_chat
mmlu:professional_medicine,0.19677419354838707,0.18958743530312158,,,0.5161290322580645,0.3548387096774194,run-20240223_123954-jkr69af7,llama2_7b_chat
mmlu:professional_medicine,0.18382352941176472,0.22446992475309516,0.5176908052884615,0.490234375,0.39338235294117646,0.3014705882352941,latest-run,llama2_7b_chat
mmlu:professional_medicine,0.19677419354838707,0.18958743530312158,,,0.5161290322580645,0.3548387096774194,latest-run,llama2_7b_chat
mmlu:high_school_geography,0.13737373737373745,0.15586372944432955,0.5512711413679395,0.5297308796936496,0.3686868686868687,0.2676767676767677,test,llama2_7b_chat
mmlu:high_school_geography,0.3590909090909091,0.4214441088499618,,,0.5454545454545454,0.4090909090909091,validation,llama2_7b_chat
mmlu:high_school_geography,0.13737373737373745,0.15586372944432955,0.5512711413679395,0.5297308796936496,0.3686868686868687,0.2676767676767677,run-20240222_091115-knyqims4,llama2_7b_chat
mmlu:high_school_geography,0.3590909090909091,0.4214441088499618,,,0.5454545454545454,0.4090909090909091,run-20240222_091115-knyqims4,llama2_7b_chat
mmlu:high_school_geography,0.13737373737373745,0.15586372944432955,0.5512711413679395,0.5297308796936496,0.3686868686868687,0.2676767676767677,latest-run,llama2_7b_chat
mmlu:high_school_geography,0.3590909090909091,0.4214441088499618,,,0.5454545454545454,0.4090909090909091,latest-run,llama2_7b_chat
mmlu:public_relations,0.11454545454545456,0.14923289790023672,0.5366558324304803,0.5319609967497292,0.23636363636363636,0.13636363636363635,test,llama2_7b_chat
mmlu:public_relations,0.30833333333333335,0.36220760063731755,,,0.16666666666666666,0.08333333333333333,validation,llama2_7b_chat
mmlu:public_relations,0.11454545454545456,0.14923289790023672,0.5366558324304803,0.5319609967497292,0.23636363636363636,0.13636363636363635,run-20240223_131056-8kxksipc,llama2_7b_chat
mmlu:public_relations,0.30833333333333335,0.36220760063731755,,,0.16666666666666666,0.08333333333333333,run-20240223_131056-8kxksipc,llama2_7b_chat
mmlu:public_relations,0.11454545454545456,0.14923289790023672,0.5366558324304803,0.5319609967497292,0.23636363636363636,0.13636363636363635,latest-run,llama2_7b_chat
mmlu:public_relations,0.30833333333333335,0.36220760063731755,,,0.16666666666666666,0.08333333333333333,latest-run,llama2_7b_chat
mmlu:miscellaneous,0.09157088122605359,0.12546658474655792,0.5719538092223277,0.564267436952622,0.6206896551724138,0.5070242656449553,test,llama2_7b_chat
mmlu:miscellaneous,0.17558139534883727,0.2206524175805551,,,0.5697674418604651,0.5232558139534884,validation,llama2_7b_chat
mmlu:miscellaneous,0.09157088122605359,0.12546658474655792,0.5719538092223277,0.564267436952622,0.6206896551724138,0.5070242656449553,run-20240222_115801-jnv7ak41,llama2_7b_chat
mmlu:miscellaneous,0.17558139534883727,0.2206524175805551,,,0.5697674418604651,0.5232558139534884,run-20240222_115801-jnv7ak41,llama2_7b_chat
mmlu:miscellaneous,0.09157088122605359,0.12546658474655792,0.5719538092223277,0.564267436952622,0.6206896551724138,0.5070242656449553,latest-run,llama2_7b_chat
mmlu:miscellaneous,0.17558139534883727,0.2206524175805551,,,0.5697674418604651,0.5232558139534884,latest-run,llama2_7b_chat
mmlu:clinical_knowledge,0.1083018867924528,0.12262286311335173,0.5022105263157896,0.4927017543859649,0.1811320754716981,0.11320754716981132,test,llama2_7b_chat
mmlu:clinical_knowledge,0.08620689655172413,0.03980618663394006,,,0.0,0.0,validation,llama2_7b_chat
mmlu:clinical_knowledge,0.1083018867924528,0.12262286311335173,0.5022105263157896,0.4927017543859649,0.1811320754716981,0.11320754716981132,run-20240222_063537-7dcjz1mu,llama2_7b_chat
mmlu:clinical_knowledge,0.08620689655172413,0.03980618663394006,,,0.0,0.0,run-20240222_063537-7dcjz1mu,llama2_7b_chat
mmlu:clinical_knowledge,0.1083018867924528,0.12262286311335173,0.5022105263157896,0.4927017543859649,0.1811320754716981,0.11320754716981132,latest-run,llama2_7b_chat
mmlu:clinical_knowledge,0.08620689655172413,0.03980618663394006,,,0.0,0.0,latest-run,llama2_7b_chat
mmlu:world_religions,0.1923076923076922,0.20416594085858225,0.6370923540696081,0.595985201425048,0.9415204678362573,0.8128654970760234,test,llama2_7b_chat
mmlu:world_religions,0.20000000000000007,0.2664136687349889,,,1.0,0.9473684210526315,validation,llama2_7b_chat
mmlu:world_religions,0.1923076923076922,0.20416594085858225,0.6370923540696081,0.595985201425048,0.9415204678362573,0.8128654970760234,run-20240223_135227-3k40xbsx,llama2_7b_chat
mmlu:world_religions,0.20000000000000007,0.2664136687349889,,,1.0,0.9473684210526315,run-20240223_135227-3k40xbsx,llama2_7b_chat
mmlu:world_religions,0.1923076923076922,0.20416594085858225,0.6370923540696081,0.595985201425048,0.9415204678362573,0.8128654970760234,latest-run,llama2_7b_chat
mmlu:world_religions,0.20000000000000007,0.2664136687349889,,,1.0,0.9473684210526315,latest-run,llama2_7b_chat
mmlu:human_sexuality,0.2416666666666667,0.23875678564163277,,,0.4166666666666667,0.08333333333333333,validation,llama2_7b_chat
mmlu:high_school_mathematics,0.2844444444444444,0.2756624925188701,0.5433872767857142,0.60546875,0.2518518518518518,0.18518518518518517,test,llama2_7b_chat
mmlu:high_school_mathematics,0.2724137931034483,0.21144430933713163,,,0.034482758620689655,0.06896551724137931,validation,llama2_7b_chat
mmlu:high_school_mathematics,0.2844444444444444,0.2756624925188701,0.5433872767857142,0.60546875,0.2518518518518518,0.18518518518518517,run-20240222_094704-ytaf2cdq,llama2_7b_chat
mmlu:high_school_mathematics,0.2724137931034483,0.21144430933713163,,,0.034482758620689655,0.06896551724137931,run-20240222_094704-ytaf2cdq,llama2_7b_chat
mmlu:high_school_mathematics,0.2844444444444444,0.2756624925188701,0.5433872767857142,0.60546875,0.2518518518518518,0.18518518518518517,latest-run,llama2_7b_chat
mmlu:high_school_mathematics,0.2724137931034483,0.21144430933713163,,,0.034482758620689655,0.06896551724137931,latest-run,llama2_7b_chat
mmlu:high_school_government_and_politics,0.10729166666666666,0.13142272979508424,0.5453813104189044,0.543609022556391,0.6787564766839378,0.5440414507772021,test,llama2_7b_chat
mmlu:high_school_government_and_politics,0.11428571428571425,0.29603598402038783,,,0.5714285714285714,0.5238095238095238,validation,llama2_7b_chat
mmlu:high_school_government_and_politics,0.10729166666666666,0.13142272979508424,0.5453813104189044,0.543609022556391,0.6787564766839378,0.5440414507772021,run-20240222_091911-3aqhv9nz,llama2_7b_chat
mmlu:high_school_government_and_politics,0.11428571428571425,0.29603598402038783,,,0.5714285714285714,0.5238095238095238,run-20240222_091911-3aqhv9nz,llama2_7b_chat
mmlu:high_school_government_and_politics,0.10729166666666666,0.13142272979508424,0.5453813104189044,0.543609022556391,0.6787564766839378,0.5440414507772021,latest-run,llama2_7b_chat
mmlu:high_school_government_and_politics,0.11428571428571425,0.29603598402038783,,,0.5714285714285714,0.5238095238095238,latest-run,llama2_7b_chat
mmlu:us_foreign_policy,0.17899999999999996,0.20494584836128119,0.5628314973480213,0.5418196654426765,0.55,0.44,test,llama2_7b_chat
mmlu:us_foreign_policy,0.1363636363636364,0.4013783341257661,,,0.8181818181818182,0.6363636363636364,validation,llama2_7b_chat
mmlu:us_foreign_policy,0.17899999999999996,0.20494584836128119,0.5628314973480213,0.5418196654426765,0.55,0.44,run-20240223_133913-ea6mwbkc,llama2_7b_chat
mmlu:us_foreign_policy,0.1363636363636364,0.4013783341257661,,,0.8181818181818182,0.6363636363636364,run-20240223_133913-ea6mwbkc,llama2_7b_chat
mmlu:us_foreign_policy,0.17899999999999996,0.20494584836128119,0.5628314973480213,0.5418196654426765,0.55,0.44,latest-run,llama2_7b_chat
mmlu:us_foreign_policy,0.1363636363636364,0.4013783341257661,,,0.8181818181818182,0.6363636363636364,latest-run,llama2_7b_chat
mmlu:high_school_psychology,0.0921100917431193,0.08396743750171645,0.5802875407978852,0.5540285382893211,0.7229357798165138,0.6073394495412844,test,llama2_7b_chat
mmlu:high_school_psychology,0.13999999999999999,0.14915916086101938,,,0.7666666666666667,0.65,validation,llama2_7b_chat
mmlu:high_school_psychology,0.0921100917431193,0.08396743750171645,0.5802875407978852,0.5540285382893211,0.7229357798165138,0.6073394495412844,latest-run,llama2_7b_chat
mmlu:high_school_psychology,0.13999999999999999,0.14915916086101938,,,0.7666666666666667,0.65,latest-run,llama2_7b_chat
mmlu:high_school_psychology,0.0921100917431193,0.08396743750171645,0.5802875407978852,0.5540285382893211,0.7229357798165138,0.6073394495412844,run-20240222_102021-31llpr6w,llama2_7b_chat
mmlu:high_school_psychology,0.13999999999999999,0.14915916086101938,,,0.7666666666666667,0.65,run-20240222_102021-31llpr6w,llama2_7b_chat
mmlu:college_mathematics,0.15700000000000003,0.215352495168722,0.5101425438596492,0.4646381578947369,0.31,0.25,test,llama2_7b_chat
mmlu:college_mathematics,0.28181818181818186,0.2937205311011172,,,0.18181818181818182,0.18181818181818182,validation,llama2_7b_chat
mmlu:college_mathematics,0.15700000000000003,0.215352495168722,0.5101425438596492,0.4646381578947369,0.31,0.25,run-20240222_071733-dvmchvdd,llama2_7b_chat
